sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation	sourceTaxonKingdomName	targetTaxonKingdomName
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid767879	Acacia tortuosa									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323497	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid43177	Bourreria succulenta									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323498	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid80326	Bursera bonairensis									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323499	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid321550	Caesalpinia coriaria									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323500	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid202629	Capparis flexuosa									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323501	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid137675	Coccoloba swartzii									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323502	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid1812992	Condalia henriquezii									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323503	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid222082	Cordia alba									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323504	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid427802	Guapira 									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323505	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
	NCBI:txid8517	Iguana iguana							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid191923	Haematoxylum brasiletto									ISO 3166-2:CW	Curaçao					1985-07/1988-04	10.1007/BF00323497	https://link.springer.com/article/10.1007/BF00323506	van Marken Lichtenbelt, W. D. (1993). Optimal foraging of a herbivorous lizard, the green iguana in a seasonal environment. Oecologia, 95(2), 246-256.	Animalia	Plantae
